WEIGHT,STRATUM,PSU,age,sex,race,pregprev
0.0924,112,170311,18,1,3,4
0.3257,112,170311,14,1,2,
0.3257,112,170311,15,1,2,
0.3257,112,170311,14,1,2,
0.3257,112,170311,15,1,2,3
0.3257,112,170311,15,1,2,
0.1407,112,170311,17,1,3,
0.3257,112,170311,15,1,2,4
0.1781,112,170311,18,2,2,
0.2877,112,170311,14,2,3,3
0.2877,112,170311,14,2,3,
0.4191,112,170311,15,2,,
0.2877,112,170311,15,2,3,
0.4191,112,170311,14,2,2,
0.2877,112,170311,15,2,3,
0.2877,112,170311,16,2,3,
0.2877,112,170311,15,2,3,
0.2037,112,170311,15,1,2,3
0.4076,112,170311,15,2,2,3
0.4076,112,170311,15,2,2,3
0.2037,112,170311,15,1,2,
0.1407,112,170311,16,1,3,
0.2037,112,170311,15,1,2,
0.2037,112,170311,16,1,2,
0.2524,112,170311,15,2,3,
0.2037,112,170311,16,1,2,
0.1407,112,170311,15,1,3,
0.2524,112,170311,15,2,3,
0.1407,112,170311,15,1,3,3
0.1407,112,170311,16,1,3,
0.4076,112,170311,16,2,2,
0.1778,112,170311,16,1,1,
0.2524,112,170311,16,2,3,
0.1407,112,170311,16,1,3,
0.0613,112,170311,14,1,,
0.4076,112,170311,16,2,2,4
0.4076,112,170311,15,2,2,3
0.1407,112,170311,16,1,3,2
0.2037,112,170311,16,1,2,
0.1407,112,170311,16,1,3,
0.2037,112,170311,16,1,2,
0.1407,112,170311,15,1,3,
0.2037,112,170311,16,1,2,
0.2037,112,170311,15,1,2,
0.2037,112,170311,16,1,,3
0.2056,112,170311,17,1,2,3
0.0613,112,170311,15,1,,
0.1407,112,170311,16,1,3,
0.2037,112,170311,16,1,2,
0.4076,112,170311,16,2,2,3
0.2524,112,170311,15,2,3,3
0.4076,112,170311,16,2,2,
0.2524,112,170311,14,2,3,2
0.2524,112,170311,16,2,3,
0.4076,112,170311,17,2,2,3
0.1499,112,170311,17,2,3,
0.1745,112,170311,17,1,3,
0.1745,112,170311,17,1,3,
0.1745,112,170311,17,1,3,1
0.2056,112,170311,17,1,2,
0.2056,112,170311,17,1,2,2
0.2056,112,170311,16,1,2,3
0.2094,112,170311,17,2,2,
0.1499,112,170311,16,2,3,
0.2094,112,170311,17,2,2,2
0.2094,112,170311,16,2,,2
0.2056,112,170311,16,1,2,3
0.2094,112,170311,16,2,2,
0.1996,112,170311,17,2,1,3
0.1499,112,170311,18,2,3,1
0.1745,112,170311,17,1,,2
0.1745,112,170311,16,1,3,3
0.2094,112,170311,17,2,2,
0.131,112,170311,17,2,3,3
0.2094,112,170311,16,2,2,
0.2094,112,170311,16,2,2,
0.1499,112,170311,16,2,,
0.2094,112,170311,17,2,2,2
0.2094,112,170311,18,2,2,3
0.2094,112,170311,18,2,2,1
0.2094,112,170311,16,2,2,
0.2056,112,170311,17,1,2,
0.2056,112,170311,16,1,2,
0.2056,112,170311,16,1,2,
0.2056,112,170311,17,1,2,2
0.4674,214,60370,15,1,3,
0.5504,214,60370,16,1,2,
0.4674,214,60370,16,1,3,
0.4674,214,60370,16,1,3,
0.4674,214,60370,16,1,3,1
0.8783,214,60370,16,2,,
0.6819,214,60370,16,2,3,3
2.2312,214,60370,16,1,3,3
0.8783,214,60370,16,2,,
0.4674,214,60370,16,1,3,3
0.4674,214,60370,16,1,3,5
0.4674,214,60370,16,1,3,3
0.4674,214,60370,17,1,3,1
0.4674,214,60370,16,1,3,
0.4674,214,60370,15,1,3,5
0.4674,214,60370,16,1,3,
0.5582,214,60370,16,1,,
1.0232,214,60370,18,,,
0.4674,214,60370,16,1,3,
0.4674,214,60370,16,1,3,
0.4674,214,60370,16,1,3,3
0.6819,214,60370,16,2,3,1
2.7661,214,60370,17,2,,
0.4674,214,60370,16,1,3,
0.4674,214,60370,16,1,3,
0.6819,214,60370,12,2,3,
0.4674,214,60370,16,1,3,
0.6819,214,60370,16,2,3,
0.4674,214,60370,16,1,3,
2.0382,214,60370,17,1,3,
2.7661,214,60370,17,2,,
0.4674,214,60370,16,1,3,
2.0382,214,60370,17,1,3,1
2.8633,214,60370,15,1,,
0.8069,214,60370,14,2,3,
2.2312,214,60370,15,1,3,
0.6819,214,60370,16,2,3,3
0.4674,214,60370,16,1,3,
0.4674,214,60370,15,1,3,
0.8069,214,60370,14,2,3,
0.8069,214,60370,15,2,3,
0.9076,214,60370,17,2,1,
0.8504,214,60370,14,1,3,
0.6819,214,60370,17,2,3,
0.8069,214,60370,14,2,3,3
0.8504,214,60370,14,1,3,
0.8504,214,60370,13,1,3,
1.2984,214,60370,14,1,,
0.5504,214,60370,16,1,2,
2.7205,214,60370,17,2,2,
0.5582,214,60370,16,1,,
2.7661,214,60370,17,2,,
0.6819,214,60370,16,2,3,2
0.8783,214,60370,16,2,,
0.4674,214,60370,16,1,3,
2.2312,214,60370,15,1,3,
0.8783,214,60370,16,2,,
2.001,214,60370,17,2,3,
0.5504,214,60370,16,1,2,
0.6819,214,60370,16,2,3,1
0.6819,214,60370,16,2,3,
2.0382,214,60370,17,1,3,
1.0393,214,60370,14,2,,
0.8069,214,60370,15,2,3,
2.3342,214,60370,15,2,3,
0.8069,214,60370,14,2,3,2
0.8069,214,60370,14,2,3,2
1.4468,214,60370,14,1,2,
0.8504,214,60370,14,1,3,
0.8069,214,60370,14,2,3,3
0.8504,214,60370,14,1,3,
2.0382,214,60370,16,1,3,1
0.4674,214,60370,16,1,3,
0.8504,214,60370,15,1,3,
0.8504,214,60370,15,1,3,
0.8069,214,60370,15,2,3,
1.0393,214,60370,15,2,,
1.0393,214,60370,15,2,,
0.8504,214,60370,14,1,3,
0.8504,214,60370,14,1,3,
1.0393,214,60370,15,2,,
0.4019,213,481130,18,1,2,
0.5525,213,481130,18,2,2,
0.2981,213,481130,18,1,3,
0.5525,213,481130,18,2,2,
0.4064,213,481130,18,2,3,3
0.4064,213,481130,18,2,3,3
0.4064,213,481130,18,2,3,
0.2981,213,481130,18,1,3,
0.5525,213,481130,18,2,2,3
0.5525,213,481130,18,2,2,3
0.2981,213,481130,18,1,3,
0.4064,213,481130,18,2,3,
0.4064,213,481130,18,2,3,
0.2981,213,481130,18,1,3,
0.4019,213,481130,18,1,2,
0.2981,213,481130,18,1,3,
0.2981,213,481130,18,1,3,2
0.2981,213,481130,18,1,3,
0.2981,213,481130,18,1,3,
0.4019,213,481130,18,1,2,1
0.3136,213,481130,15,1,3,
0.454,213,481130,16,1,2,2
0.3136,213,481130,16,1,3,
0.3498,213,481130,16,2,3,
0.565,213,481130,15,2,2,3
0.3136,213,481130,15,1,3,
0.3136,213,481130,16,1,3,
0.3136,213,481130,16,1,3,3
0.454,213,481130,16,1,2,
0.3136,213,481130,15,1,3,
0.454,213,481130,16,1,2,3
0.3136,213,481130,16,1,3,1
0.3498,213,481130,16,2,3,
0.3498,213,481130,16,2,3,1
0.3136,213,481130,15,1,3,
0.3498,213,481130,16,2,3,
0.3136,213,481130,16,1,3,
0.3136,213,481130,16,1,3,
0.3498,213,481130,16,2,3,3
0.4369,213,481130,16,2,1,
1.2527,102,100010,17,1,1,3
1.3621,102,100010,16,2,2,
1.3621,102,100010,16,2,2,
1.3621,102,100010,17,2,2,
1.0646,102,100010,16,1,3,
0.9754,102,100010,17,2,3,
1.2538,102,100010,18,1,2,3
1.2893,102,100010,18,2,2,
1.3023,102,100010,,,,
1.2893,102,100010,18,2,2,
0.9483,102,100010,18,2,3,
1.3754,102,100010,18,2,,2
1.3023,102,100010,18,1,2,
1.3023,102,100010,16,,,
1.2538,102,100010,17,1,2,
1.2527,102,100010,16,1,1,
1.0646,102,100010,17,1,3,
1.2538,102,100010,16,1,2,
0.4964,102,100010,18,1,,
1.2538,102,100010,17,1,,
1.2538,102,100010,17,1,2,
1.2984,102,100010,17,2,1,
1.2538,102,100010,17,1,2,
1.2538,102,100010,17,1,2,
0.9754,102,100010,17,2,3,
1.0646,102,100010,17,1,3,1
1.2538,102,100010,17,1,,
1.2984,102,100010,16,2,1,3
1.2984,102,100010,17,2,1,
1.2984,102,100010,17,2,1,3
1.2538,102,100010,17,1,2,
1.2538,102,100010,17,1,2,
1.3621,102,100010,17,2,2,
1.2984,102,100010,17,2,,3
1.2527,102,100010,16,1,1,
1.0646,102,100010,16,1,3,
1.2527,102,100010,17,1,1,5
1.2527,102,100010,17,1,1,
1.3621,102,100010,16,2,,
0.9754,102,100010,18,2,3,1
1.2527,102,100010,17,1,1,1
1.2527,102,100010,17,1,1,
0.4964,102,100010,17,1,,
1.2538,102,100010,17,1,2,3
1.3019,102,100010,18,2,,4
0.4498,102,100010,18,2,,
1.2527,102,100010,17,1,1,
1.2538,102,100010,17,1,2,4
1.3621,102,100010,17,2,2,
0.4378,102,100010,17,2,,
1.0646,102,100010,17,1,3,2
1.2538,102,100010,17,1,2,1
0.9754,102,100010,17,2,3,
1.2538,102,100010,16,1,2,3
6.465,102,100010,14,1,1,2
6.404,102,100010,14,2,1,
6.404,102,100010,15,2,1,
7.356,102,100010,15,2,,4
6.465,102,100010,15,1,1,
2.1679,102,100010,17,2,1,
2.1679,102,100010,16,2,1,2
2.0916,102,100010,16,1,1,
2.914,102,100010,16,2,1,4
2.914,102,100010,16,2,1,1
2.914,102,100010,16,2,1,
2.8185,102,100010,16,1,1,4
2.8185,102,100010,15,1,1,
2.914,102,100010,16,2,1,
2.2307,102,100010,16,1,3,2
2.8185,102,100010,16,1,1,
2.914,102,100010,16,2,1,
2.8185,102,100010,16,1,1,2
2.914,102,100010,18,2,1,5
2.1679,102,100010,17,2,1,
0.731,102,100010,17,2,,3
2.0916,102,100010,18,1,1,2
2.2743,102,100010,17,2,2,3
2.2743,102,100010,17,2,2,
2.1679,102,100010,17,2,1,3
2.1679,102,100010,17,2,1,
2.1679,102,100010,18,2,1,3
2.0916,102,100010,18,1,1,3
0.873,102,100010,15,2,1,
0.873,102,100010,15,2,1,
0.873,102,100010,14,2,1,
1.0027,102,100010,15,2,2,
1.2737,102,100010,15,1,,
1.1274,102,100010,15,1,1,3
0.873,102,100010,15,2,1,
1.2737,102,100010,14,1,2,
0.873,102,100010,15,2,1,
0.6884,102,100010,15,2,3,
1.0027,102,100010,14,2,2,
0.7487,102,100010,15,1,3,3
1.1274,102,100010,14,1,1,
0.873,102,100010,14,2,1,
1.1274,102,100010,15,1,1,
1.1274,102,100010,14,1,1,
0.873,102,100010,14,2,1,
1.2737,102,100010,14,1,2,
1.1274,102,100010,14,1,1,
0.873,102,100010,15,2,1,
0.873,102,100010,15,2,1,
0.7487,102,100010,14,1,3,
0.6884,102,100010,14,2,3,
1.1274,102,100010,14,1,1,
0.873,102,100010,14,2,1,
1.723,102,100010,16,2,3,3
2.1515,102,100010,15,2,1,
1.5434,102,100010,15,1,3,
2.1515,102,100010,16,2,1,
1.9501,102,100010,16,1,1,
1.9501,102,100010,15,1,1,
1.9501,102,100010,15,1,1,
1.5434,102,100010,16,1,3,
1.9501,102,100010,16,1,1,2
1.9501,102,100010,16,1,1,
2.1515,102,100010,15,2,1,
1.9501,102,100010,15,1,1,2
2.1515,102,100010,16,2,1,
1.9501,102,100010,15,1,1,
2.1515,102,100010,16,2,1,1
2.1515,102,100010,15,2,1,
2.1515,102,100010,16,2,1,
2.1515,102,100010,15,2,1,
1.9501,102,100010,16,1,1,
2.1515,102,100010,15,2,1,
0.9376,102,100010,18,2,1,2
1.6928,102,100010,17,1,1,2
0.8788,102,100010,17,2,2,
0.6464,102,100010,18,2,3,
0.9376,102,100010,17,2,1,
0.6464,102,100010,17,2,3,3
1.6928,102,100010,18,1,1,
1.6928,102,100010,18,1,1,3
0.9376,102,100010,18,2,1,3
1.6928,102,100010,17,1,1,2
1.6928,102,100010,18,1,1,2
0.8788,102,100010,17,2,,
0.6464,102,100010,17,2,3,
0.9376,102,100010,18,2,1,
0.9376,102,100010,18,2,1,
0.9376,102,100010,17,2,1,
0.873,102,100010,14,2,1,
0.873,102,100010,14,2,1,
0.2537,102,100010,15,2,,
1.1274,102,100010,14,1,1,
1.1431,102,100010,15,1,,
1.1274,102,100010,14,1,1,
1.1274,102,100010,14,1,1,
0.873,102,100010,14,2,1,
1.2737,102,100010,14,1,2,
1.2737,102,100010,14,1,2,
0.7487,102,100010,15,1,3,
0.873,102,100010,14,2,1,
0.6884,102,100010,14,2,3,
0.7487,102,100010,14,1,3,
0.873,102,100010,15,2,1,
0.873,102,100010,15,2,1,
0.873,102,100010,15,2,1,
0.873,102,100010,14,2,1,
1.1274,102,100010,15,1,,
1.1274,102,100010,15,1,1,3
0.873,102,100010,15,2,1,
1.1274,102,100010,15,1,1,
0.9376,102,100010,18,2,1,3
1.6953,102,100010,18,1,2,4
0.8788,102,100010,18,2,2,
0.9376,102,100010,17,2,1,
0.8788,102,100010,17,2,2,
1.6928,102,100010,18,1,1,2
0.9376,102,100010,17,2,1,
0.6464,102,100010,17,2,3,
0.9376,102,100010,17,2,1,3
1.6928,102,100010,18,1,1,
0.9376,102,100010,18,2,1,
0.9376,102,100010,17,2,1,
1.6928,102,100010,17,1,1,3
1.6928,102,100010,18,1,1,1
1.6928,102,100010,17,1,1,
0.9376,102,100010,18,2,1,
0.9376,102,100010,17,2,1,
0.7418,102,100010,14,2,2,
0.7567,102,100010,16,1,1,2
0.7418,102,100010,15,2,2,
0.8549,102,100010,15,1,2,
0.6458,102,100010,15,2,1,
0.6458,102,100010,15,2,1,
0.6458,102,100010,16,2,1,
0.7567,102,100010,15,1,1,3
0.7567,102,100010,18,1,1,
0.9571,102,100010,16,1,2,
0.8485,102,100010,16,1,,
0.691,102,100010,16,2,1,
0.691,102,100010,17,2,1,5
0.4508,102,100010,16,1,1,5
0.6372,102,100010,17,2,2,
0.6372,102,100010,17,2,2,
0.9571,102,100010,15,1,2,3
0.5025,102,100010,14,1,3,2
0.7418,102,100010,16,2,2,
0.7567,102,100010,17,1,1,3
0.7567,102,100010,16,1,1,
0.6458,102,100010,17,2,1,3
0.7567,102,100010,15,1,,
0.6458,102,100010,15,2,1,
0.4679,102,100010,17,1,1,5
0.691,102,100010,15,2,1,
0.5533,102,100010,16,2,3,3
0.691,102,100010,15,2,1,4
0.691,102,100010,16,2,1,
0.691,102,100010,15,2,1,
0.691,102,100010,15,2,1,
0.691,102,100010,16,2,1,
0.6458,102,100010,16,2,1,
0.8936,102,100010,16,2,2,
0.6612,102,100010,16,1,3,
0.5092,102,100010,,,,
0.5444,102,100010,17,2,1,
0.5444,102,100010,17,2,,2
0.4679,102,100010,18,1,1,
0.5444,102,100010,18,2,1,
0.5444,102,100010,18,2,1,
0.5444,102,100010,18,2,1,3
0.6074,102,100010,17,2,1,
0.5103,102,100010,18,2,2,
0.5103,102,100010,17,2,,
0.5103,102,100010,17,2,2,1
0.4679,102,100010,18,1,1,2
0.5444,102,100010,18,2,1,2
0.5103,102,100010,18,2,2,3
0.3831,102,100010,16,1,3,1
0.6074,102,100010,17,2,1,
0.4508,102,100010,17,1,1,4
0.6074,102,100010,17,2,1,3
0.6074,102,100010,17,2,1,
0.6074,102,100010,18,2,1,4
0.4508,102,100010,17,1,,2
0.4508,102,100010,17,1,1,
0.6074,102,100010,16,2,1,
0.6074,102,100010,17,2,1,
0.4508,102,100010,16,1,1,2
0.5877,102,100010,17,2,,2
0.8332,103,120310,17,1,2,1
0.4337,103,120310,18,2,2,4
0.8332,103,120310,18,1,2,
0.8332,103,120310,18,1,2,4
0.4337,103,120310,18,2,2,
0.8319,103,120310,18,1,1,3
0.4337,103,120310,18,2,2,2
0.4627,103,120310,18,2,1,2
0.4627,103,120310,18,2,1,
0.4337,103,120310,18,2,2,1
0.8319,103,120310,18,1,,
0.4337,103,120310,18,2,2,
0.3016,103,120310,17,1,,
0.8319,103,120310,18,1,1,2
0.8319,103,120310,17,1,1,2
0.4337,103,120310,18,2,2,
0.4337,103,120310,18,2,2,
0.4337,103,120310,18,2,2,3
0.319,103,120310,17,2,3,
0.441,103,120310,18,2,,3
0.319,103,120310,18,2,3,
0.3949,103,120310,15,2,,
0.3053,103,120310,16,2,1,
0.3053,103,120310,15,2,1,
0.3949,103,120310,16,2,2,
0.3053,103,120310,16,2,1,3
0.3949,103,120310,15,2,2,
0.311,103,120310,17,1,1,
0.3096,103,120310,17,1,2,3
0.2461,103,120310,16,1,3,
0.3563,103,120310,16,1,2,
0.3053,103,120310,16,2,1,
0.311,103,120310,15,1,1,
0.3563,103,120310,15,1,2,3
0.311,103,120310,15,1,1,
0.3053,103,120310,15,2,1,
0.3159,103,120310,16,1,,
0.311,103,120310,17,1,1,
0.3053,103,120310,16,2,1,1
0.3563,103,120310,15,1,2,
0.3053,103,120310,16,2,1,
0.3096,103,120310,16,1,2,3
0.4337,103,120310,18,2,2,
0.3096,103,120310,17,1,2,
0.3739,103,120310,17,2,2,
0.3094,103,120310,18,1,1,4
0.3739,103,120310,18,2,2,
0.3564,103,120310,16,2,1,
0.3739,103,120310,17,2,2,
0.3096,103,120310,17,1,,2
0.1226,103,120310,17,1,,
0.3564,103,120310,16,2,1,
0.3739,103,120310,17,2,2,
0.3739,103,120310,16,2,2,
0.3094,103,120310,17,1,1,1
0.2629,103,120310,17,1,3,
0.3739,103,120310,17,2,2,
0.3094,103,120310,17,1,1,
0.8319,103,120310,18,1,1,2
0.3949,103,120310,16,2,2,
0.3563,103,120310,17,1,2,3
0.3949,103,120310,17,2,2,
0.3563,103,120310,15,1,2,
0.3949,103,120310,16,2,2,
0.311,103,120310,16,1,1,
0.3949,103,120310,15,2,2,
0.3563,103,120310,16,1,2,
0.3053,103,120310,16,2,1,
0.311,103,120310,15,1,,
0.311,103,120310,15,1,,
0.3563,103,120310,15,1,,1
0.3053,103,120310,16,2,1,3
0.311,103,120310,16,1,1,
0.3563,103,120310,15,1,2,
0.3563,103,120310,15,1,2,3
0.3563,103,120310,16,1,2,
0.3739,103,120310,15,2,2,3
0.3949,103,120310,16,2,2,
0.3563,103,120310,15,1,2,
0.3053,103,120310,16,2,1,3
0.2445,103,120310,16,2,3,
0.3563,103,120310,15,1,2,
0.3563,103,120310,16,1,2,
0.3053,103,120310,16,2,,3
0.3053,103,120310,15,2,1,3
0.2461,103,120310,16,1,3,
0.1072,103,120310,16,1,,
0.3053,103,120310,16,2,1,
0.3096,103,120310,16,1,2,
0.3564,103,120310,17,2,1,
0.3949,103,120310,18,2,2,
0.3094,103,120310,17,1,1,3
0.3096,103,120310,16,1,2,1
0.3094,103,120310,16,1,1,3
0.4337,103,120310,18,2,2,1
0.441,103,120310,18,2,,
0.4337,103,120310,17,2,2,3
0.3739,103,120310,17,2,2,
0.3739,103,120310,18,2,2,3
0.4627,103,120310,18,2,1,
0.3563,103,120310,16,1,2,
0.4337,103,120310,17,2,2,3
0.8332,103,120310,18,1,2,
0.3053,103,120310,16,2,1,
0.3739,103,120310,17,2,2,
0.314,103,120310,18,1,,3
0.3096,103,120310,16,1,2,
0.3094,103,120310,17,1,1,
0.3094,103,120310,16,1,1,
0.3564,103,120310,18,2,1,3
0.319,103,120310,18,2,3,
0.3096,103,120310,18,1,2,
0.2678,103,120310,16,2,3,
0.8332,103,120310,18,1,2,
0.3739,103,120310,17,2,2,3
0.3449,103,120310,17,2,,
0.3739,103,120310,16,2,2,
0.2445,103,120310,15,2,3,3
0.311,103,120310,16,1,1,1
0.3564,103,120310,17,2,1,
0.3053,103,120310,16,2,1,
0.3053,103,120310,15,2,1,
0.2629,103,120310,17,1,3,
0.3053,103,120310,15,2,1,
0.3949,103,120310,17,2,2,
0.3949,103,120310,15,2,2,
0.3053,103,120310,16,2,1,
0.3053,103,120310,15,2,1,
0.3564,103,120310,17,2,1,
0.2461,103,120310,15,1,,
0.2445,103,120310,16,2,3,
0.3449,103,120310,16,2,,2
0.3096,103,120310,16,1,2,2
0.3563,103,120310,17,1,2,
0.2461,103,120310,16,1,3,
0.3739,103,120310,17,2,2,5
0.3739,103,120310,18,2,2,
0.3949,103,120310,16,2,2,4
0.3949,103,120310,15,2,2,1
0.3722,103,120310,16,2,,
0.3949,103,120310,16,2,,3
0.3563,103,120310,16,1,2,
0.2461,103,120310,16,1,3,5
0.3563,103,120310,16,1,2,
2.5041,103,120310,14,1,2,
2.5041,103,120310,15,1,,
0.2629,103,120310,12,1,3,
2.522,103,120310,16,2,2,
1.7314,103,120310,16,2,3,
2.5041,103,120310,14,1,2,
2.2474,103,120310,14,1,,
2.5041,103,120310,16,1,2,
2.2166,103,120310,15,1,1,
2.2166,103,120310,16,1,1,
0.3053,103,120310,17,2,1,
2.2166,103,120310,16,1,1,
0.3563,103,120310,16,1,2,
0.3949,103,120310,15,2,2,3
0.3564,103,120310,17,2,1,
0.3094,103,120310,17,1,,
0.3564,103,120310,17,2,1,
0.3096,103,120310,17,1,2,3
0.3094,103,120310,16,1,1,
0.3739,103,120310,17,2,2,
0.3096,103,120310,17,1,2,2
0.3094,103,120310,16,1,,2
0.3094,103,120310,17,1,1,
0.3096,103,120310,17,1,2,3
0.3096,103,120310,17,1,2,1
0.3096,103,120310,17,1,2,
0.1682,103,120310,17,1,2,
0.1682,103,120310,16,1,2,
0.1682,103,120310,16,1,2,
0.1518,103,120310,16,2,3,3
0.0666,103,120310,17,1,,3
0.7283,103,120310,18,2,,
0.212,103,120310,17,2,2,
0.212,103,120310,16,2,2,3
0.1956,103,120310,16,2,,
0.2021,103,120310,17,2,1,4
0.1682,103,120310,16,1,2,1
0.4936,103,120310,16,1,2,
0.1682,103,120310,17,1,2,1
0.212,103,120310,16,2,2,
0.1682,103,120310,17,1,2,3
0.2021,103,120310,17,2,1,
0.212,103,120310,17,2,2,
0.1956,103,120310,17,2,,
0.6426,103,120310,17,2,1,
0.5146,103,120310,18,2,3,
0.1706,103,120310,17,1,,
0.1956,103,120310,,2,,
0.212,103,120310,18,2,2,
0.1682,103,120310,18,1,2,
0.1518,103,120310,16,2,3,
0.1429,103,120310,18,1,3,
0.1682,103,120310,16,1,2,
0.1681,103,120310,17,1,,
0.1429,103,120310,17,1,3,5
0.1682,103,120310,17,1,2,3
0.8311,103,120310,18,2,2,3
0.5357,103,120310,18,2,3,
0.7294,103,120310,15,1,2,
0.6106,103,120310,15,1,2,3
0.8311,103,120310,15,2,2,
0.5233,103,120310,15,2,3,
0.7294,103,120310,16,1,2,3
0.7294,103,120310,15,1,2,
0.7294,103,120310,15,1,2,
0.7283,103,120310,18,2,2,3
0.1682,103,120310,16,1,2,
0.2021,103,120310,16,2,1,
0.674,103,120310,14,2,,
0.6636,103,120310,14,2,1,
0.7622,103,120310,14,2,2,
0.4936,103,120310,18,1,2,
0.1682,103,120310,17,1,2,
0.1682,103,120310,17,1,2,
0.4936,103,120310,18,1,2,
0.8311,103,120310,16,2,2,
0.4936,103,120310,18,1,2,
0.8311,103,120310,16,2,2,
0.6106,103,120310,15,1,2,
0.4936,103,120310,17,1,2,
0.6106,103,120310,16,1,2,
0.4218,103,120310,16,1,3,
0.533,103,120310,16,1,1,1
0.8311,103,120310,15,2,2,
0.8311,103,120310,16,2,2,
0.6106,103,120310,16,1,2,
0.5146,103,120310,14,2,3,2
0.5146,103,120310,15,2,3,
0.7294,103,120310,16,1,2,
0.5233,103,120310,14,2,3,
0.7622,103,120310,15,2,2,
0.6006,103,120310,17,1,,
0.7294,103,120310,15,1,2,
0.533,103,120310,15,1,1,
0.7294,103,120310,15,1,2,
0.6456,103,120310,15,1,1,2
0.2021,103,120310,16,2,1,3
0.6006,103,120310,17,1,,1
0.6106,103,120310,15,1,2,
0.5233,103,120310,15,2,3,
0.777,103,120310,18,2,1,
0.7294,103,120310,15,1,2,
0.7622,103,120310,14,2,2,
0.6106,103,120310,17,1,2,
0.1682,103,120310,17,1,2,3
0.5233,103,120310,15,2,3,
0.7294,103,120310,15,1,2,
0.7294,103,120310,15,1,2,
0.6106,103,120310,16,1,2,3
0.5357,103,120310,16,2,3,
0.7622,103,120310,14,2,2,
0.4218,103,120310,16,1,3,3
0.1518,103,120310,17,2,3,3
0.1682,103,120310,17,1,2,
0.7622,103,120310,16,2,2,
0.6426,103,120310,17,2,1,3
0.212,103,120310,18,2,2,4
0.7622,103,120310,15,2,2,
0.5233,103,120310,16,2,,
0.6106,103,120310,17,1,2,
0.2021,103,120310,16,2,1,3
0.1682,103,120310,17,1,2,1
0.1682,103,120310,18,1,2,5
0.1682,103,120310,17,1,2,2
0.1682,103,120310,17,1,2,
0.533,103,120310,16,1,1,4
0.7283,103,120310,18,2,2,
0.1518,103,120310,17,2,3,1
0.212,103,120310,17,2,,1
0.6426,103,120310,17,2,1,3
0.1682,103,120310,16,1,2,1
0.1682,103,120310,16,1,2,2
0.8311,103,120310,17,2,2,1
0.1956,103,120310,17,2,,3
0.7622,103,120310,15,2,2,3
0.1682,103,120310,17,1,,
0.1682,103,120310,17,1,2,
0.212,103,120310,16,2,2,2
0.2021,103,120310,16,2,1,
0.212,103,120310,16,2,2,
0.0681,103,120310,17,2,,
0.4936,103,120310,18,1,2,3
0.4936,103,120310,18,1,2,4
0.1682,103,120310,16,1,2,3
0.4936,103,120310,18,1,2,2
0.1429,103,120310,16,1,3,
0.7294,103,120310,15,1,2,2
0.0681,103,120310,17,2,,3
0.5357,103,120310,18,2,3,2
0.6006,103,120310,18,1,,3
0.2217,103,120310,16,2,,3
0.3455,103,120310,16,2,,
0.4483,103,120310,15,1,2,
0.3315,103,120310,12,1,3,
0.3455,103,120310,,2,1,
0.3974,103,120310,16,1,,
0.4469,103,120310,16,2,2,4
0.3974,103,120310,15,1,,
0.3912,103,120310,15,1,1,
0.3912,103,120310,16,1,1,
0.3042,103,120310,17,2,1,2
0.3455,103,120310,15,2,1,
0.3912,103,120310,17,1,1,
0.3455,103,120310,16,2,1,
0.3042,103,120310,15,2,1,
0.2767,103,120310,17,2,3,
0.3096,103,120310,16,1,3,
0.2286,103,120310,17,2,3,
0.3192,103,120310,17,2,,
0.3904,103,120310,18,1,2,
0.3042,103,120310,17,2,1,
0.3912,103,120310,17,1,,2
0.2286,103,120310,17,2,,
0.4469,103,120310,16,2,2,
0.3192,103,120310,17,2,2,3
0.2944,103,120310,18,2,,
0.3315,103,120310,16,1,3,1
0.3901,103,120310,18,1,1,4
0.2286,103,120310,17,2,3,
0.3315,103,120310,17,1,3,3
0.3192,103,120310,16,2,2,
0.3315,103,120310,16,1,3,
0.3315,103,120310,17,1,3,
0.3192,103,120310,16,2,2,3
0.3901,103,120310,16,1,1,4
0.3042,103,120310,18,2,1,
0.3192,103,120310,17,2,2,3
0.3192,103,120310,17,2,2,
0.3901,103,120310,17,1,1,
0.3901,103,120310,17,1,1,2
0.3315,103,120310,16,1,3,1
0.3192,103,120310,16,2,,
0.3904,103,120310,16,1,2,3
0.3904,103,120310,17,1,2,
0.3042,103,120310,17,2,1,
0.3192,103,120310,16,2,,
0.3192,103,120310,16,2,2,
0.2423,103,120310,18,1,1,
0.2243,103,120310,18,2,2,
0.2243,103,120310,18,2,2,
0.2393,103,120310,17,2,1,4
0.2243,103,120310,17,2,2,
0.2393,103,120310,18,2,1,3
0.2426,103,120310,17,1,,3
0.2393,103,120310,18,2,1,
0.3901,103,120310,16,1,1,
0.2953,103,120310,17,1,,
0.2393,103,120310,18,2,1,
0.2423,103,120310,18,1,1,
0.2243,103,120310,17,2,2,
0.2423,103,120310,17,1,1,2
0.2281,103,120310,18,2,,3
0.2393,103,120310,18,2,1,3
0.2393,103,120310,18,2,1,
0.2426,103,120310,18,1,2,
0.2423,103,120310,17,1,,4
0.2423,103,120310,17,1,1,3
0.2423,103,120310,18,1,1,2
0.2426,103,120310,18,1,,3
0.3315,103,120310,17,1,3,4
0.5702,103,120310,14,2,3,
0.2423,103,120310,17,1,1,3
0.3901,103,120310,17,1,1,
0.2281,103,120310,18,2,,3
